Name,GEOID20,TAPERSONS,total_TAPERSONS
B1,530330032012030,0,19211
B1,530330032012031,60,19211
B1,530330032012032,32,19211
B1,530330032012033,55,19211
B1,530330032013000,290,19211
B1,530330032013001,184,19211
B1,530330032013002,162,19211
B1,530330032013003,267,19211
B1,530330032013004,463,19211
B1,530330032013005,124,19211
B1,530330032021014,56,19211
B1,530330032021015,58,19211
B1,530330032021016,70,19211
B1,530330032021017,37,19211
B1,530330032021019,119,19211
B1,530330032021020,90,19211
B1,530330032022000,120,19211
B1,530330032022001,121,19211
B1,530330032022002,65,19211
B1,530330032022003,47,19211
B1,530330032022004,55,19211
B1,530330032022005,64,19211
B1,530330032022006,65,19211
B1,530330032022007,14,19211
B1,530330032022008,130,19211
B1,530330032022009,126,19211
B1,530330032022010,139,19211
B1,530330032022011,51,19211
B1,530330032022012,86,19211
B1,530330032022013,53,19211
B1,530330032022014,119,19211
B1,530330032022015,202,19211
B1,530330032022016,79,19211
B1,530330032022017,206,19211
B1,530330032023010,45,19211
B1,530330032023011,42,19211
B1,530330032023012,77,19211
B1,530330032023013,46,19211
B1,530330032023014,38,19211
B1,530330032023015,39,19211
B1,530330032023016,77,19211
B1,530330032023017,45,19211
B1,530330032023018,28,19211
B1,530330032023019,48,19211
B1,530330032023020,50,19211
B1,530330032023021,71,19211
B1,530330032023022,35,19211
B1,530330032023023,61,19211
B1,530330032023024,39,19211
B1,530330032023025,31,19211
B1,530330032023026,22,19211
B1,530330032023027,25,19211
B1,530330033011009,55,19211
B1,530330033011010,76,19211
B1,530330033011011,83,19211
B1,530330033011012,82,19211
B1,530330033011013,103,19211
B1,530330033011014,188,19211
B1,530330033012000,148,19211
B1,530330033012001,167,19211
B1,530330033012002,114,19211
B1,530330033012003,145,19211
B1,530330033012004,155,19211
B1,530330033012005,103,19211
B1,530330033012006,104,19211
B1,530330033012007,131,19211
B1,530330033012008,142,19211
B1,530330033012009,171,19211
B1,530330033012010,97,19211
B1,530330033012011,131,19211
B1,530330033013011,232,19211
B1,530330033013012,60,19211
B1,530330033013013,64,19211
B1,530330033013014,98,19211
B1,530330033013015,138,19211
B1,530330033022009,0,19211
B1,530330033022010,0,19211
B1,530330033022011,135,19211
B1,530330033022012,206,19211
B1,530330033023006,81,19211
B1,530330033023007,99,19211
B1,530330033023008,0,19211
B1,530330033023009,203,19211
B1,530330033023010,188,19211
B1,530330033023011,0,19211
B1,530330047011000,179,19211
B1,530330047011001,154,19211
B1,530330047011002,288,19211
B1,530330047011003,210,19211
B1,530330047011004,269,19211
B1,530330047011005,237,19211
B1,530330047012000,380,19211
B1,530330047012001,233,19211
B1,530330047012002,10,19211
B1,530330047012003,99,19211
B1,530330047012004,0,19211
B1,530330047012005,17,19211
B1,530330047012006,177,19211
B1,530330047012007,12,19211
B1,530330047012008,8,19211
B1,530330047012009,4,19211
B1,530330047012010,0,19211
B1,530330047012011,157,19211
B1,530330047012012,15,19211
B1,530330047012013,64,19211
B1,530330047012014,23,19211
B1,530330047012015,9,19211
B1,530330047012016,6,19211
B1,530330047013000,17,19211
B1,530330047013001,0,19211
B1,530330047013002,407,19211
B1,530330047013003,0,19211
B1,530330047013004,19,19211
B1,530330047013005,358,19211
B1,530330047013006,106,19211
B1,530330047013007,104,19211
B1,530330047013008,46,19211
B1,530330047013009,34,19211
B1,530330047013010,0,19211
B1,530330047021000,0,19211
B1,530330047021001,151,19211
B1,530330047021002,108,19211
B1,530330047021003,215,19211
B1,530330047021004,246,19211
B1,530330047021005,137,19211
B1,530330047021006,19,19211
B1,530330047021007,0,19211
B1,530330047021008,0,19211
B1,530330047021009,55,19211
B1,530330047021010,139,19211
B1,530330047022000,0,19211
B1,530330047022001,0,19211
B1,530330047022002,428,19211
B1,530330047022003,675,19211
B1,530330047022004,391,19211
B1,530330047022005,0,19211
B1,530330047023000,354,19211
B1,530330047023001,640,19211
B1,530330047023002,365,19211
B1,530330047032000,0,19211
B1,530330047032001,0,19211
B1,530330047032002,368,19211
B1,530330047032003,122,19211
B1,530330047032004,19,19211
B1,530330047032005,0,19211
B1,530330047032006,0,19211
B1,530330047032007,33,19211
B1,530330047032008,217,19211
B1,530330047032009,266,19211
B1,530330047032010,35,19211
B1,530330047032011,0,19211
B1,530330047032013,23,19211
B1,530330047032014,48,19211
B1,530330047032015,10,19211
B1,530330047032016,0,19211
B1,530330047032019,0,19211
B1,530330047032020,0,19211
B1,530330047032021,20,19211
B1,530330047032022,9,19211
B1,530330047032023,18,19211
B1,530330047032024,15,19211
B1,530330047032025,8,19211
B1,530330047032027,14,19211
B1,530330047032028,0,19211
B1,530330047032029,0,19211
B1,530330047033029,10,19211
B1,530330047033030,0,19211
B2,530330033021014,38,20677
B2,530330033021015,58,20677
B2,530330033021016,31,20677
B2,530330033021017,39,20677
B2,530330033021018,55,20677
B2,530330033021019,55,20677
B2,530330033021020,81,20677
B2,530330033021021,105,20677
B2,530330033021022,48,20677
B2,530330033022000,99,20677
B2,530330033022001,64,20677
B2,530330033022002,79,20677
B2,530330033022003,74,20677
B2,530330033022004,50,20677
B2,530330033022005,85,20677
B2,530330033022006,79,20677
B2,530330033022007,93,20677
B2,530330033022008,89,20677
B2,530330034001000,60,20677
B2,530330034001001,65,20677
B2,530330034001002,73,20677
B2,530330034001003,96,20677
B2,530330034001004,59,20677
B2,530330034001005,92,20677
B2,530330034001006,56,20677
B2,530330034001007,31,20677
B2,530330034001008,83,20677
B2,530330034001009,85,20677
B2,530330034001010,87,20677
B2,530330034001011,85,20677
B2,530330034001012,95,20677
B2,530330034001013,98,20677
B2,530330034001014,56,20677
B2,530330034001015,75,20677
B2,530330034003000,98,20677
B2,530330034003001,66,20677
B2,530330034003002,52,20677
B2,530330034003003,86,20677
B2,530330034003004,54,20677
B2,530330034003005,50,20677
B2,530330034003006,51,20677
B2,530330034003007,67,20677
B2,530330034003008,23,20677
B2,530330034003009,57,20677
B2,530330034003010,240,20677
B2,530330034003011,25,20677
B2,530330034003012,41,20677
B2,530330034003013,12,20677
B2,530330034003014,48,20677
B2,530330034003015,26,20677
B2,530330034003016,0,20677
B2,530330034003017,48,20677
B2,530330034003018,63,20677
B2,530330035002004,4,20677
B2,530330035002005,54,20677
B2,530330035002006,37,20677
B2,530330035002007,17,20677
B2,530330035002008,33,20677
B2,530330035002009,49,20677
B2,530330035002010,63,20677
B2,530330035002011,76,20677
B2,530330035002012,42,20677
B2,530330035002013,38,20677
B2,530330035002014,40,20677
B2,530330035002015,18,20677
B2,530330035002016,65,20677
B2,530330035002017,35,20677
B2,530330035002018,26,20677
B2,530330035002019,35,20677
B2,530330035002020,57,20677
B2,530330035002021,38,20677
B2,530330035002022,28,20677
B2,530330035002023,41,20677
B2,530330035002024,11,20677
B2,530330035002025,0,20677
B2,530330035002026,57,20677
B2,530330035002027,31,20677
B2,530330035002028,29,20677
B2,530330035002029,38,20677
B2,530330035002030,18,20677
B2,530330035002031,0,20677
B2,530330035002032,8,20677
B2,530330035002033,13,20677
B2,530330035002034,63,20677
B2,530330035002035,33,20677
B2,530330035002036,51,20677
B2,530330035002037,21,20677
B2,530330035002038,53,20677
B2,530330035002039,0,20677
B2,530330035002040,0,20677
B2,530330035002041,33,20677
B2,530330035002042,31,20677
B2,530330035002043,46,20677
B2,530330035002044,45,20677
B2,530330035002045,47,20677
B2,530330035002046,36,20677
B2,530330035002047,0,20677
B2,530330035002048,22,20677
B2,530330035003000,0,20677
B2,530330035003001,0,20677
B2,530330035003002,25,20677
B2,530330035003003,55,20677
B2,530330035003004,42,20677
B2,530330035003005,65,20677
B2,530330035003006,44,20677
B2,530330035003007,28,20677
B2,530330035003008,19,20677
B2,530330035003009,48,20677
B2,530330035003010,21,20677
B2,530330035003011,50,20677
B2,530330035003012,29,20677
B2,530330035003013,0,20677
B2,530330035003014,0,20677
B2,530330035003015,21,20677
B2,530330035003016,58,20677
B2,530330035003017,33,20677
B2,530330035003018,76,20677
B2,530330035003019,45,20677
B2,530330035003020,21,20677
B2,530330035003021,33,20677
B2,530330035003022,30,20677
B2,530330035003023,27,20677
B2,530330035003024,44,20677
B2,530330035003025,73,20677
B2,530330035003026,41,20677
B2,530330035003027,125,20677
B2,530330035003028,44,20677
B2,530330035003029,57,20677
B2,530330047031000,60,20677
B2,530330047031001,46,20677
B2,530330047031002,80,20677
B2,530330047031003,105,20677
B2,530330047031004,58,20677
B2,530330047031005,75,20677
B2,530330047031006,67,20677
B2,530330047031007,58,20677
B2,530330047031008,80,20677
B2,530330047031009,102,20677
B2,530330047031010,55,20677
B2,530330047031011,74,20677
B2,530330047031012,63,20677
B2,530330047031013,40,20677
B2,530330047031014,134,20677
B2,530330047031015,68,20677
B2,530330047031016,41,20677
B2,530330047032012,24,20677
B2,530330047032017,0,20677
B2,530330047032018,0,20677
B2,530330047032026,0,20677
B2,530330047032030,37,20677
B2,530330047033000,85,20677
B2,530330047033001,70,20677
B2,530330047033002,22,20677
B2,530330047033003,317,20677
B2,530330047033004,109,20677
B2,530330047033005,88,20677
B2,530330047033006,84,20677
B2,530330047033007,8,20677
B2,530330047033008,29,20677
B2,530330047033009,0,20677
B2,530330047033010,90,20677
B2,530330047033011,42,20677
B2,530330047033012,11,20677
B2,530330047033013,70,20677
B2,530330047033014,12,20677
B2,530330047033015,23,20677
B2,530330047033016,0,20677
B2,530330047033017,0,20677
B2,530330047033018,0,20677
B2,530330047033019,0,20677
B2,530330047033020,0,20677
B2,530330047033021,0,20677
B2,530330047033022,0,20677
B2,530330047033023,0,20677
B2,530330047033024,0,20677
B2,530330047033025,0,20677
B2,530330047033026,0,20677
B2,530330047033027,0,20677
B2,530330047033028,0,20677
B2,530330047033031,0,20677
B2,530330047033032,0,20677
B2,530330047033033,25,20677
B2,530330047033034,0,20677
B2,530330047033035,13,20677
B2,530330047033036,0,20677
B2,530330047033037,0,20677
B2,530330047033038,0,20677
B2,530330047033039,42,20677
B2,530330047033040,0,20677
B2,530330047033041,0,20677
B2,530330048001000,30,20677
B2,530330048001001,38,20677
B2,530330048001002,51,20677
B2,530330048001003,80,20677
B2,530330048001004,66,20677
B2,530330048001005,16,20677
B2,530330048001006,31,20677
B2,530330048001007,45,20677
B2,530330048001008,33,20677
B2,530330048001009,0,20677
B2,530330048001010,39,20677
B2,530330048001011,87,20677
B2,530330048001012,43,20677
B2,530330048001013,42,20677
B2,530330048001014,69,20677
B2,530330048001015,67,20677
B2,530330048001016,47,20677
B2,530330048001017,12,20677
B2,530330048001018,44,20677
B2,530330048001019,35,20677
B2,530330048001020,47,20677
B2,530330048001021,8,20677
B2,530330048001022,27,20677
B2,530330048001023,34,20677
B2,530330048001024,44,20677
B2,530330048001025,24,20677
B2,530330048001026,40,20677
B2,530330048001027,18,20677
B2,530330048001028,38,20677
B2,530330048002000,259,20677
B2,530330048002001,0,20677
B2,530330048002002,36,20677
B2,530330048002003,60,20677
B2,530330048002004,63,20677
B2,530330048002005,30,20677
B2,530330048002006,49,20677
B2,530330048002007,56,20677
B2,530330048002008,52,20677
B2,530330048002009,42,20677
B2,530330048002010,33,20677
B2,530330048002011,48,20677
B2,530330048002012,45,20677
B2,530330048002013,55,20677
B2,530330048002014,40,20677
B2,530330048002015,0,20677
B2,530330048002016,125,20677
B2,530330048002017,47,20677
B2,530330048002018,38,20677
B2,530330048002019,24,20677
B2,530330048002020,49,20677
B2,530330048002021,22,20677
B2,530330048002022,67,20677
B2,530330048002023,34,20677
B2,530330048002024,54,20677
B2,530330048003000,4,20677
B2,530330048003001,71,20677
B2,530330048003002,22,20677
B2,530330048003003,17,20677
B2,530330048003004,34,20677
B2,530330048003005,50,20677
B2,530330048003006,41,20677
B2,530330048003007,0,20677
B2,530330048003008,34,20677
B2,530330048003009,56,20677
B2,530330048003010,83,20677
B2,530330048003011,59,20677
B2,530330048003012,0,20677
B2,530330048003013,18,20677
B2,530330048003014,4,20677
B2,530330048003015,0,20677
B2,530330048003016,54,20677
B2,530330048003017,48,20677
B2,530330048003018,64,20677
B2,530330048003019,29,20677
B2,530330048003020,31,20677
B2,530330048003021,37,20677
B2,530330048003022,95,20677
B2,530330048003023,85,20677
B2,530330048003024,51,20677
B2,530330048003025,26,20677
B2,530330048003026,7,20677
B2,530330048003027,0,20677
B2,530330048003028,0,20677
B2,530330048003029,5,20677
B2,530330048003030,0,20677
B2,530330048003031,9,20677
B2,530330048003032,0,20677
B2,530330048003033,4,20677
B2,530330048003034,0,20677
B2,530330048003035,0,20677
B2,530330048003036,10,20677
B2,530330048003037,0,20677
B2,530330048003038,54,20677
B2,530330048003039,42,20677
B2,530330048003040,192,20677
B2,530330048003041,3,20677
B2,530330048003042,14,20677
B2,530330048003043,36,20677
B2,530330048004000,102,20677
B2,530330048004001,83,20677
B2,530330048004002,88,20677
B2,530330048004003,81,20677
B2,530330048004004,101,20677
B2,530330048004005,80,20677
B2,530330048004006,89,20677
B2,530330048004007,86,20677
B2,530330048004008,57,20677
B2,530330048004009,57,20677
B2,530330048004010,87,20677
B2,530330048004011,75,20677
B2,530330048004012,0,20677
B2,530330048004013,15,20677
B2,530330048004014,102,20677
B2,530330048004015,58,20677
B2,530330048004016,41,20677
B2,530330048004017,22,20677
B2,530330048004018,20,20677
B2,530330049011000,11,20677
B2,530330049011001,28,20677
B2,530330049011002,73,20677
B2,530330049011003,75,20677
B2,530330049011004,40,20677
B2,530330049011005,41,20677
B2,530330049011006,88,20677
B2,530330049011007,55,20677
B2,530330049011008,75,20677
B2,530330049011009,23,20677
B2,530330049011010,59,20677
B2,530330049011011,32,20677
B2,530330049011012,41,20677
B2,530330049011013,22,20677
B2,530330049011014,49,20677
B2,530330049011015,75,20677
B2,530330049011016,32,20677
B2,530330049011017,78,20677
B2,530330049011018,45,20677
B2,530330049011019,85,20677
B2,530330049011020,56,20677
B2,530330049011021,49,20677
B2,530330049011022,60,20677
B2,530330049011023,57,20677
B2,530330049011024,17,20677
B2,530330049012000,85,20677
B2,530330049012001,72,20677
B2,530330049012002,55,20677
B2,530330049012003,134,20677
B2,530330049012004,132,20677
B2,530330049012005,116,20677
B2,530330049012006,134,20677
B2,530330049012007,96,20677
B2,530330049012008,69,20677
B2,530330049012009,82,20677
B2,530330049012010,125,20677
B2,530330049012011,82,20677
B2,530330049012012,116,20677
B2,530330049012013,68,20677
B2,530330049012014,111,20677
B2,530330049013000,0,20677
B2,530330049013001,0,20677
B2,530330049013002,0,20677
B2,530330049013003,57,20677
B2,530330049013004,0,20677
B2,530330049013005,0,20677
B2,530330049013006,92,20677
B2,530330049013007,68,20677
B2,530330049013008,63,20677
B2,530330049013009,93,20677
B2,530330049013010,98,20677
B2,530330049013011,36,20677
B2,530330049013012,60,20677
B2,530330049013013,106,20677
B2,530330049013014,87,20677
B2,530330049013015,101,20677
B2,530330049013016,70,20677
B2,530330049013017,94,20677
B2,530330049013018,50,20677
B2,530330049013019,31,20677
B2,530330049021000,0,20677
B2,530330049021001,69,20677
B2,530330049021002,156,20677
B2,530330049021003,72,20677
B2,530330049021004,40,20677
B2,530330049021005,138,20677
B2,530330049021006,80,20677
B2,530330049021007,83,20677
B2,530330049021008,49,20677
B2,530330049021009,80,20677
B2,530330049021010,32,20677
B2,530330049021011,214,20677
B2,530330049021012,0,20677
B2,530330049021013,59,20677
B2,530330049021014,19,20677
B2,530330049021015,27,20677
B2,530330049021016,84,20677
B2,530330049021017,101,20677
B2,530330049021018,47,20677
B2,530330049021019,40,20677
B2,530330049021020,16,20677
B2,530330049021021,88,20677
B2,530330049021022,64,20677
B2,530330049021023,0,20677
B2,530330049021024,0,20677
B2,530330049021025,100,20677
B2,530330049021026,71,20677
B2,530330049022000,231,20677
B2,530330049022001,235,20677
B2,530330049022002,190,20677
B2,530330049022003,199,20677
B2,530330049022004,180,20677
B2,530330049022005,28,20677
B2,530330049022006,15,20677
B2,530330049022007,14,20677
B2,530330049022008,85,20677
B2,530330049022009,0,20677
B2,530330049022010,38,20677
B2,530330049022011,186,20677
B2,530330049022012,14,20677
B2,530330049022013,0,20677
B2,530330049022014,0,20677
B2,530330049022015,0,20677
B2,530330049022016,0,20677
B2,530330049022017,0,20677
B2,530330049022018,0,20677
B2,530330049022019,0,20677
B2,530330049022020,0,20677
B3,530330045002000,0,23001
B3,530330045002001,7,23001
B3,530330045002002,49,23001
B3,530330045002003,49,23001
B3,530330045002004,29,23001
B3,530330045002005,43,23001
B3,530330045002006,76,23001
B3,530330045002007,104,23001
B3,530330045002008,87,23001
B3,530330045002009,80,23001
B3,530330045002010,84,23001
B3,530330045002011,103,23001
B3,530330045002012,74,23001
B3,530330045002013,78,23001
B3,530330045002014,26,23001
B3,530330045002015,87,23001
B3,530330045002016,0,23001
B3,530330045002017,0,23001
B3,530330045002018,30,23001
B3,530330045002019,80,23001
B3,530330045002020,78,23001
B3,530330045002021,90,23001
B3,530330045002022,93,23001
B3,530330045002023,14,23001
B3,530330045002024,85,23001
B3,530330045002025,101,23001
B3,530330045002026,73,23001
B3,530330045002027,146,23001
B3,530330046001008,0,23001
B3,530330046001009,0,23001
B3,530330046001010,54,23001
B3,530330046001011,55,23001
B3,530330046001012,46,23001
B3,530330046001013,50,23001
B3,530330046001019,42,23001
B3,530330046001020,71,23001
B3,530330046001021,67,23001
B3,530330046001022,72,23001
B3,530330046001023,78,23001
B3,530330046001024,57,23001
B3,530330046002000,79,23001
B3,530330046002001,36,23001
B3,530330046002002,49,23001
B3,530330046002003,27,23001
B3,530330046002004,80,23001
B3,530330046002005,51,23001
B3,530330046002006,126,23001
B3,530330046002007,51,23001
B3,530330046002008,73,23001
B3,530330046002009,68,23001
B3,530330046002010,46,23001
B3,530330046002011,68,23001
B3,530330046002012,109,23001
B3,530330046002013,93,23001
B3,530330046002014,62,23001
B3,530330046002015,49,23001
B3,530330046002016,62,23001
B3,530330046002017,38,23001
B3,530330046003000,75,23001
B3,530330046003001,74,23001
B3,530330046003002,88,23001
B3,530330046003003,84,23001
B3,530330046003004,48,23001
B3,530330046003005,70,23001
B3,530330046003006,69,23001
B3,530330046003007,104,23001
B3,530330046003008,30,23001
B3,530330046003009,76,23001
B3,530330046003010,78,23001
B3,530330046003011,111,23001
B3,530330046003012,81,23001
B3,530330046003013,86,23001
B3,530330046003014,77,23001
B3,530330050001000,16,23001
B3,530330050001001,37,23001
B3,530330050001002,26,23001
B3,530330050001003,0,23001
B3,530330050001004,31,23001
B3,530330050001005,48,23001
B3,530330050001006,19,23001
B3,530330050001007,86,23001
B3,530330050001008,79,23001
B3,530330050001009,32,23001
B3,530330050001010,38,23001
B3,530330050001011,20,23001
B3,530330050001012,26,23001
B3,530330050001013,8,23001
B3,530330050001014,51,23001
B3,530330050001015,0,23001
B3,530330050001016,58,23001
B3,530330050001017,40,23001
B3,530330050001018,0,23001
B3,530330050001019,47,23001
B3,530330050001020,36,23001
B3,530330050001021,50,23001
B3,530330050001022,0,23001
B3,530330050001023,23,23001
B3,530330050001024,49,23001
B3,530330050001025,14,23001
B3,530330050001026,36,23001
B3,530330050001027,41,23001
B3,530330050001028,14,23001
B3,530330050001029,12,23001
B3,530330050001030,14,23001
B3,530330050001031,18,23001
B3,530330050001032,0,23001
B3,530330050001033,0,23001
B3,530330050001034,19,23001
B3,530330050001035,65,23001
B3,530330050001036,70,23001
B3,530330050001037,34,23001
B3,530330050001038,20,23001
B3,530330050001039,63,23001
B3,530330050001040,19,23001
B3,530330050001041,11,23001
B3,530330050001042,110,23001
B3,530330050001043,46,23001
B3,530330050001044,125,23001
B3,530330050001045,76,23001
B3,530330050001046,42,23001
B3,530330050001047,39,23001
B3,530330050001048,46,23001
B3,530330050002000,0,23001
B3,530330050002001,55,23001
B3,530330050002002,44,23001
B3,530330050002003,148,23001
B3,530330050002004,119,23001
B3,530330050002005,59,23001
B3,530330050002006,44,23001
B3,530330050002007,86,23001
B3,530330050002008,26,23001
B3,530330050002009,104,23001
B3,530330050002010,53,23001
B3,530330050002011,62,23001
B3,530330050002012,83,23001
B3,530330050002013,43,23001
B3,530330050002014,52,23001
B3,530330050002015,49,23001
B3,530330050002016,0,23001
B3,530330050002017,57,23001
B3,530330050003000,207,23001
B3,530330050003001,164,23001
B3,530330050003002,0,23001
B3,530330050003003,47,23001
B3,530330050003004,80,23001
B3,530330050003005,19,23001
B3,530330050003006,23,23001
B3,530330050003007,0,23001
B3,530330050003008,47,23001
B3,530330050003009,82,23001
B3,530330050003010,42,23001
B3,530330050003011,30,23001
B3,530330050003012,36,23001
B3,530330050003013,184,23001
B3,530330050003014,24,23001
B3,530330050003015,143,23001
B3,530330050003016,74,23001
B3,530330050003017,89,23001
B3,530330050003018,88,23001
B3,530330050003019,108,23001
B3,530330050003020,8,23001
B3,530330050003021,54,23001
B3,530330050003022,50,23001
B3,530330050003023,86,23001
B3,530330051001000,74,23001
B3,530330051001001,90,23001
B3,530330051001002,92,23001
B3,530330051001003,53,23001
B3,530330051001004,31,23001
B3,530330051001005,43,23001
B3,530330051001006,55,23001
B3,530330051001007,53,23001
B3,530330051001008,55,23001
B3,530330051001009,36,23001
B3,530330051001010,55,23001
B3,530330051001011,113,23001
B3,530330051001012,39,23001
B3,530330051001013,40,23001
B3,530330051001014,54,23001
B3,530330051001015,48,23001
B3,530330051001016,25,23001
B3,530330051001017,26,23001
B3,530330051001018,28,23001
B3,530330051001019,46,23001
B3,530330051001020,54,23001
B3,530330051001021,117,23001
B3,530330051001022,93,23001
B3,530330051001023,50,23001
B3,530330051001024,50,23001
B3,530330051001025,20,23001
B3,530330051001026,30,23001
B3,530330051002000,45,23001
B3,530330051002001,53,23001
B3,530330051002002,68,23001
B3,530330051002003,62,23001
B3,530330051002004,34,23001
B3,530330051002005,63,23001
B3,530330051002006,54,23001
B3,530330051002007,56,23001
B3,530330051002008,28,23001
B3,530330051002009,63,23001
B3,530330051002010,60,23001
B3,530330051002011,42,23001
B3,530330051002012,45,23001
B3,530330051002013,30,23001
B3,530330051002014,64,23001
B3,530330051002015,46,23001
B3,530330051002016,38,23001
B3,530330051002017,49,23001
B3,530330051002018,37,23001
B3,530330051002019,42,23001
B3,530330051002020,55,23001
B3,530330051002021,56,23001
B3,530330051002022,43,23001
B3,530330051002023,42,23001
B3,530330051002024,52,23001
B3,530330051002025,48,23001
B3,530330051002026,54,23001
B3,530330051002027,47,23001
B3,530330051003000,44,23001
B3,530330051003001,59,23001
B3,530330051003002,53,23001
B3,530330051003003,63,23001
B3,530330051003004,54,23001
B3,530330051003005,69,23001
B3,530330051003006,81,23001
B3,530330051003007,70,23001
B3,530330051003008,36,23001
B3,530330051003009,57,23001
B3,530330051003010,57,23001
B3,530330051003011,48,23001
B3,530330051003012,50,23001
B3,530330051003013,51,23001
B3,530330051003014,71,23001
B3,530330051003015,56,23001
B3,530330051003016,50,23001
B3,530330051003017,44,23001
B3,530330051003018,69,23001
B3,530330051003019,46,23001
B3,530330051003020,39,23001
B3,530330052011000,0,23001
B3,530330052011001,80,23001
B3,530330052011002,73,23001
B3,530330052011003,78,23001
B3,530330052011004,41,23001
B3,530330052011005,58,23001
B3,530330052011006,63,23001
B3,530330052011007,55,23001
B3,530330052011008,65,23001
B3,530330052011009,103,23001
B3,530330052011010,132,23001
B3,530330052011011,105,23001
B3,530330052011012,21,23001
B3,530330052011013,52,23001
B3,530330052011014,114,23001
B3,530330052011015,62,23001
B3,530330052011016,0,23001
B3,530330052011017,0,23001
B3,530330052011018,16,23001
B3,530330052011019,8,23001
B3,530330052011020,41,23001
B3,530330052011021,0,23001
B3,530330052011022,0,23001
B3,530330052011024,0,23001
B3,530330052011025,20,23001
B3,530330052011026,145,23001
B3,530330052012000,0,23001
B3,530330052012001,0,23001
B3,530330052012002,92,23001
B3,530330052012003,98,23001
B3,530330052012004,84,23001
B3,530330052012005,96,23001
B3,530330052012006,109,23001
B3,530330052012007,35,23001
B3,530330052012008,74,23001
B3,530330052012009,87,23001
B3,530330052012010,107,23001
B3,530330052012011,165,23001
B3,530330052012012,8,23001
B3,530330052012013,0,23001
B3,530330052012014,9,23001
B3,530330052012015,54,23001
B3,530330052012016,32,23001
B3,530330052012017,59,23001
B3,530330052012018,100,23001
B3,530330052012019,59,23001
B3,530330052012020,73,23001
B3,530330054011000,78,23001
B3,530330054011001,202,23001
B3,530330054011002,333,23001
B3,530330054011003,295,23001
B3,530330054011004,96,23001
B3,530330054011005,142,23001
B3,530330054011006,107,23001
B3,530330054011007,0,23001
B3,530330054011008,0,23001
B3,530330054012000,0,23001
B3,530330054012001,30,23001
B3,530330054012002,35,23001
B3,530330054012003,0,23001
B3,530330054012004,0,23001
