NAME,GEOID20,TAPERSONS,total_TAPERSONS,fraction
SEA 11-1256,530330112001001,162,1428,0.1134453781512605
SEA 11-1256,530330112001003,8,1428,0.0056022408963585435
SEA 11-1256,530330112001004,123,1428,0.0861344537815126
SEA 11-1256,530330112001005,110,1428,0.07703081232492998
SEA 11-1256,530330112001006,65,1428,0.04551820728291316
SEA 11-1256,530330112001007,68,1428,0.047619047619047616
SEA 11-1256,530330112001009,58,1428,0.04061624649859944
SEA 11-1256,530330112001010,57,1428,0.03991596638655462
SEA 11-1256,530330112001011,120,1428,0.08403361344537816
SEA 11-1256,530330112001012,68,1428,0.047619047619047616
SEA 11-1256,530330112001013,64,1428,0.04481792717086835
SEA 11-1256,530330112001014,103,1428,0.07212885154061624
SEA 11-1256,530330112001015,58,1428,0.04061624649859944
SEA 11-1256,530330112001016,57,1428,0.03991596638655462
SEA 11-1256,530330112001017,307,1428,0.21498599439775912
SEA 11-1550,530330112002030,40,1530,0.026143790849673203
SEA 11-1550,530330112002031,102,1530,0.06666666666666667
SEA 11-1550,530330112002041,32,1530,0.02091503267973856
SEA 11-1550,530330112002042,64,1530,0.04183006535947712
SEA 11-1550,530330112002043,124,1530,0.08104575163398693
SEA 11-1550,530330112003000,115,1530,0.07516339869281045
SEA 11-1550,530330112003001,49,1530,0.03202614379084967
SEA 11-1550,530330112003002,33,1530,0.021568627450980392
SEA 11-1550,530330112003003,25,1530,0.016339869281045753
SEA 11-1550,530330112003004,509,1530,0.3326797385620915
SEA 11-1550,530330112003005,70,1530,0.0457516339869281
SEA 11-1550,530330112003006,45,1530,0.029411764705882353
SEA 11-1550,530330112003007,117,1530,0.07647058823529412
SEA 11-1550,530330112003009,102,1530,0.06666666666666667
SEA 11-1550,530330264001001,61,1530,0.03986928104575163
SEA 11-1550,530330264001002,42,1530,0.027450980392156862
SEA 11-1552,530330112002005,23,895,0.02569832402234637
SEA 11-1552,530330112002007,67,895,0.07486033519553073
SEA 11-1552,530330112002012,20,895,0.0223463687150838
SEA 11-1552,530330112002017,13,895,0.01452513966480447
SEA 11-1552,530330112002018,9,895,0.01005586592178771
SEA 11-1552,530330112002019,41,895,0.04581005586592179
SEA 11-1552,530330112002020,74,895,0.08268156424581005
SEA 11-1552,530330112002021,48,895,0.053631284916201116
SEA 11-1552,530330112002023,78,895,0.08715083798882682
SEA 11-1552,530330112002032,48,895,0.053631284916201116
SEA 11-1552,530330112002033,83,895,0.09273743016759776
SEA 11-1552,530330112002034,49,895,0.054748603351955305
SEA 11-1552,530330112002035,33,895,0.03687150837988827
SEA 11-1552,530330112002036,31,895,0.034636871508379886
SEA 11-1552,530330112002037,7,895,0.00782122905027933
SEA 11-1552,530330112002038,63,895,0.07039106145251396
SEA 11-1552,530330112002039,60,895,0.0670391061452514
SEA 11-1552,530330112002040,60,895,0.0670391061452514
SEA 11-1552,530330112002044,62,895,0.06927374301675977
SEA 11-1552,530330112002045,26,895,0.02905027932960894
SEA 11-1597,530330104022004,67,699,0.09585121602288985
SEA 11-1597,530330104022009,325,699,0.46494992846924177
SEA 11-1597,530330104022010,75,699,0.1072961373390558
SEA 11-1597,530330104022011,73,699,0.1044349070100143
SEA 11-1597,530330104022012,66,699,0.0944206008583691
SEA 11-1597,530330104024021,93,699,0.13304721030042918
SEA 11-1600,530330093003147,60,1077,0.055710306406685235
SEA 11-1600,530330104021005,89,1077,0.08263695450324977
SEA 11-1600,530330104024003,100,1077,0.09285051067780872
SEA 11-1600,530330104024004,102,1077,0.0947075208913649
SEA 11-1600,530330104024006,61,1077,0.056638811513463325
SEA 11-1600,530330104024007,52,1077,0.04828226555246054
SEA 11-1600,530330104024008,56,1077,0.051996285979572884
SEA 11-1600,530330104024009,47,1077,0.0436397400185701
SEA 11-1600,530330104024010,11,1077,0.01021355617455896
SEA 11-1600,530330104024011,33,1077,0.03064066852367688
SEA 11-1600,530330104024012,49,1077,0.04549675023212628
SEA 11-1600,530330104024013,50,1077,0.04642525533890436
SEA 11-1600,530330104024014,56,1077,0.051996285979572884
SEA 11-1600,530330104024015,47,1077,0.0436397400185701
SEA 11-1600,530330104024016,54,1077,0.05013927576601671
SEA 11-1600,530330104024017,28,1077,0.025998142989786442
SEA 11-1600,530330104024018,55,1077,0.0510677808727948
SEA 11-1600,530330104024019,127,1077,0.11792014856081709
SEA 11-1602,530330104021007,5,971,0.005149330587023687
SEA 11-1602,530330109001000,23,971,0.02368692070030896
SEA 11-1602,530330109001005,78,971,0.08032955715756952
SEA 11-1602,530330109001006,117,971,0.12049433573635428
SEA 11-1602,530330109001007,271,971,0.27909371781668385
SEA 11-1602,530330109001008,26,971,0.026776519052523172
SEA 11-1602,530330109001009,24,971,0.024716786817713696
SEA 11-1602,530330109001010,60,971,0.061791967044284246
SEA 11-1602,530330109001012,8,971,0.008238928939237899
SEA 11-1602,530330109001014,18,971,0.018537590113285273
SEA 11-1602,530330109001016,1,971,0.0010298661174047373
SEA 11-1602,530330109002069,7,971,0.007209062821833162
SEA 11-1602,530330109002071,43,971,0.044284243048403706
SEA 11-1602,530330109002075,11,971,0.01132852729145211
SEA 11-1602,530330109002078,56,971,0.057672502574665295
SEA 11-1602,530330109002079,50,971,0.05149330587023687
SEA 11-1602,530330109002080,54,971,0.055612770339855816
SEA 11-1602,530330109002081,21,971,0.021627188465499485
SEA 11-1602,530330109002083,7,971,0.007209062821833162
SEA 11-1602,530330109002088,1,971,0.0010298661174047373
SEA 11-1602,530330109002094,5,971,0.005149330587023687
SEA 11-1602,530330109002104,50,971,0.05149330587023687
SEA 11-1602,530330109002105,13,971,0.013388259526261586
SEA 11-1602,530330110021015,21,971,0.021627188465499485
SEA 11-1602,530330110021017,1,971,0.0010298661174047373
SEA 11-1624,530330104021012,84,1145,0.07336244541484715
SEA 11-1624,530330104021013,62,1145,0.05414847161572053
SEA 11-1624,530330104021014,23,1145,0.020087336244541485
SEA 11-1624,530330104021015,403,1145,0.3519650655021834
SEA 11-1624,530330104021018,67,1145,0.05851528384279476
SEA 11-1624,530330104021019,38,1145,0.03318777292576419
SEA 11-1624,530330104023007,148,1145,0.12925764192139738
SEA 11-1624,530330104023008,16,1145,0.013973799126637555
SEA 11-1624,530330104023009,200,1145,0.17467248908296942
SEA 11-1624,530330104023010,9,1145,0.007860262008733625
SEA 11-1624,530330104023011,22,1145,0.01921397379912664
SEA 11-1624,530330104023015,73,1145,0.06375545851528384
SEA 11-1639,530330110021000,91,1053,0.08641975308641975
SEA 11-1639,530330110021001,26,1053,0.024691358024691357
SEA 11-1639,530330110021002,64,1053,0.060778727445394115
SEA 11-1639,530330110021003,25,1053,0.023741690408357077
SEA 11-1639,530330110021004,60,1053,0.05698005698005698
SEA 11-1639,530330110021005,274,1053,0.26020892687559355
SEA 11-1639,530330110021006,85,1053,0.08072174738841406
SEA 11-1639,530330110021007,29,1053,0.027540360873694207
SEA 11-1639,530330110021008,31,1053,0.029439696106362774
SEA 11-1639,530330110021011,126,1053,0.11965811965811966
SEA 11-1639,530330110021024,27,1053,0.02564102564102564
SEA 11-1639,530330110022011,68,1053,0.06457739791073125
SEA 11-1639,530330110022012,85,1053,0.08072174738841406
SEA 11-1639,530330110022018,62,1053,0.05887939221272555
SEA 11-1641,530330110021012,10,1146,0.008726003490401396
SEA 11-1641,530330110021018,142,1146,0.12390924956369982
SEA 11-1641,530330110021019,92,1146,0.08027923211169284
SEA 11-1641,530330110021020,68,1146,0.059336823734729496
SEA 11-1641,530330110021021,36,1146,0.031413612565445025
SEA 11-1641,530330110021022,41,1146,0.03577661431064572
SEA 11-1641,530330110021023,155,1146,0.13525305410122165
SEA 11-1641,530330117002000,47,1146,0.04101221640488656
SEA 11-1641,530330117002001,161,1146,0.14048865619546247
SEA 11-1641,530330117002002,51,1146,0.04450261780104712
SEA 11-1641,530330117002003,276,1146,0.24083769633507854
SEA 11-1641,530330117002004,67,1146,0.05846422338568935
SEA 11-1928,530330093002048,18,907,0.019845644983461964
SEA 11-1928,530330093003006,54,907,0.05953693495038589
SEA 11-1928,530330093003019,29,907,0.03197353914002205
SEA 11-1928,530330093003022,23,907,0.025358324145534728
SEA 11-1928,530330093003025,25,907,0.027563395810363836
SEA 11-1928,530330093003027,23,907,0.025358324145534728
SEA 11-1928,530330093003031,23,907,0.025358324145534728
SEA 11-1928,530330093003044,20,907,0.022050716648291068
SEA 11-1928,530330093003055,7,907,0.007717750826901874
SEA 11-1928,530330093003058,5,907,0.005512679162072767
SEA 11-1928,530330093003063,11,907,0.012127894156560088
SEA 11-1928,530330093003066,13,907,0.014332965821389196
SEA 11-1928,530330093003081,16,907,0.017640573318632856
SEA 11-1928,530330093003082,16,907,0.017640573318632856
SEA 11-1928,530330093003087,12,907,0.013230429988974642
SEA 11-1928,530330093003088,24,907,0.026460859977949284
SEA 11-1928,530330093003120,4,907,0.004410143329658214
SEA 11-1928,530330093003123,9,907,0.009922822491730982
SEA 11-1928,530330093003124,3,907,0.0033076074972436605
SEA 11-1928,530330093003128,9,907,0.009922822491730982
SEA 11-1928,530330093003130,1,907,0.0011025358324145535
SEA 11-1928,530330093003135,9,907,0.009922822491730982
SEA 11-1928,530330093003139,4,907,0.004410143329658214
SEA 11-1928,530330093003161,25,907,0.027563395810363836
SEA 11-1928,530330109002000,20,907,0.022050716648291068
SEA 11-1928,530330109002002,14,907,0.015435501653803748
SEA 11-1928,530330109002008,4,907,0.004410143329658214
SEA 11-1928,530330109002011,7,907,0.007717750826901874
SEA 11-1928,530330109002013,8,907,0.008820286659316428
SEA 11-1928,530330109002018,8,907,0.008820286659316428
SEA 11-1928,530330109002021,28,907,0.030871003307607496
SEA 11-1928,530330109002023,5,907,0.005512679162072767
SEA 11-1928,530330109002024,4,907,0.004410143329658214
SEA 11-1928,530330109002025,16,907,0.017640573318632856
SEA 11-1928,530330109002031,18,907,0.019845644983461964
SEA 11-1928,530330109002032,11,907,0.012127894156560088
SEA 11-1928,530330109002033,10,907,0.011025358324145534
SEA 11-1928,530330109002035,10,907,0.011025358324145534
SEA 11-1928,530330109002036,6,907,0.006615214994487321
SEA 11-1928,530330109002037,19,907,0.020948180815876516
SEA 11-1928,530330109002041,7,907,0.007717750826901874
SEA 11-1928,530330109002042,8,907,0.008820286659316428
SEA 11-1928,530330109002043,19,907,0.020948180815876516
SEA 11-1928,530330109002044,1,907,0.0011025358324145535
SEA 11-1928,530330109002047,3,907,0.0033076074972436605
SEA 11-1928,530330109002048,7,907,0.007717750826901874
SEA 11-1928,530330109002049,11,907,0.012127894156560088
SEA 11-1928,530330109002054,65,907,0.07166482910694598
SEA 11-1928,530330109002055,57,907,0.06284454244762955
SEA 11-1928,530330109002057,10,907,0.011025358324145534
SEA 11-1928,530330109002061,6,907,0.006615214994487321
SEA 11-1928,530330109002062,19,907,0.020948180815876516
SEA 11-1928,530330109002063,2,907,0.002205071664829107
SEA 11-1928,530330109002064,68,907,0.07497243660418963
SEA 11-1928,530330109002065,3,907,0.0033076074972436605
SEA 11-1928,530330109002073,25,907,0.027563395810363836
SEA 11-1928,530330109002102,18,907,0.019845644983461964
SEA 11-1928,530330109002106,7,907,0.007717750826901874
SEA 11-1941,530330100021006,64,782,0.08184143222506395
SEA 11-1941,530330100021007,31,782,0.03964194373401535
SEA 11-1941,530330100021008,29,782,0.0370843989769821
SEA 11-1941,530330100021009,52,782,0.06649616368286446
SEA 11-1941,530330100021010,31,782,0.03964194373401535
SEA 11-1941,530330100021011,35,782,0.04475703324808184
SEA 11-1941,530330100021012,93,782,0.11892583120204604
SEA 11-1941,530330100021023,89,782,0.11381074168797954
SEA 11-1941,530330100021024,30,782,0.03836317135549872
SEA 11-1941,530330100021025,40,782,0.05115089514066496
SEA 11-1941,530330100021026,52,782,0.06649616368286446
SEA 11-1941,530330100021027,58,782,0.0741687979539642
SEA 11-1941,530330100022013,39,782,0.049872122762148335
SEA 11-1941,530330100022022,44,782,0.056265984654731455
SEA 11-1941,530330100022023,95,782,0.12148337595907928
SEA 11-1942,530330093003000,170,999,0.17017017017017017
SEA 11-1942,530330093003001,36,999,0.036036036036036036
SEA 11-1942,530330093003002,28,999,0.028028028028028028
SEA 11-1942,530330093003003,32,999,0.03203203203203203
SEA 11-1942,530330093003004,44,999,0.044044044044044044
SEA 11-1942,530330093003169,26,999,0.026026026026026026
SEA 11-1942,530330100012003,59,999,0.05905905905905906
SEA 11-1942,530330100021028,41,999,0.04104104104104104
SEA 11-1942,530330100021029,146,999,0.14614614614614616
SEA 11-1942,530330100022014,42,999,0.042042042042042045
SEA 11-1942,530330100022018,40,999,0.04004004004004004
SEA 11-1942,530330100022019,51,999,0.05105105105105105
SEA 11-1942,530330100022020,37,999,0.037037037037037035
SEA 11-1942,530330100022021,40,999,0.04004004004004004
SEA 11-1942,530330100022024,42,999,0.042042042042042045
SEA 11-1942,530330100022025,91,999,0.09109109109109109
SEA 11-1942,530330100022026,49,999,0.04904904904904905
SEA 11-1942,530330100022027,25,999,0.025025025025025027
SEA 11-1945,530330093003148,41,1241,0.033037872683319904
SEA 11-1945,530330093003149,32,1241,0.0257856567284448
SEA 11-1945,530330093003150,33,1241,0.0265914585012087
SEA 11-1945,530330093003151,160,1241,0.128928283642224
SEA 11-1945,530330093003152,25,1241,0.020145044319097503
SEA 11-1945,530330093003153,51,1241,0.0410958904109589
SEA 11-1945,530330093003154,16,1241,0.0128928283642224
SEA 11-1945,530330093003155,110,1241,0.088638195004029
SEA 11-1945,530330093003156,17,1241,0.0136986301369863
SEA 11-1945,530330093003174,19,1241,0.015310233682514102
SEA 11-1945,530330100012013,125,1241,0.10072522159548751
SEA 11-1945,530330100012014,62,1241,0.0499597099113618
SEA 11-1945,530330100012016,60,1241,0.048348106365834004
SEA 11-1945,530330100012017,77,1241,0.062046736502820304
SEA 11-1945,530330100012018,40,1241,0.032232070910556
SEA 11-1945,530330100012019,74,1241,0.05962933118452861
SEA 11-1945,530330100012020,97,1241,0.0781627719580983
SEA 11-1945,530330100012021,31,1241,0.0249798549556809
SEA 11-1945,530330104024000,27,1241,0.021756647864625302
SEA 11-1945,530330104024001,64,1241,0.0515713134568896
SEA 11-1945,530330104024002,53,1241,0.0427074939564867
SEA 11-1945,530330104024005,27,1241,0.021756647864625302
SEA 11-1947,530330100012000,165,1364,0.12096774193548387
SEA 11-1947,530330100012004,75,1364,0.05498533724340176
SEA 11-1947,530330100012005,31,1364,0.022727272727272728
SEA 11-1947,530330100012006,141,1364,0.10337243401759531
SEA 11-1947,530330100012007,32,1364,0.02346041055718475
SEA 11-1947,530330100012008,99,1364,0.07258064516129033
SEA 11-1947,530330100012009,250,1364,0.18328445747800587
SEA 11-1947,530330100012010,75,1364,0.05498533724340176
SEA 11-1947,530330100012011,24,1364,0.017595307917888565
SEA 11-1947,530330100012012,30,1364,0.021994134897360705
SEA 11-1947,530330100012015,68,1364,0.04985337243401759
SEA 11-1947,530330104022001,34,1364,0.024926686217008796
SEA 11-1947,530330104022002,135,1364,0.09897360703812316
SEA 11-1947,530330104022003,105,1364,0.07697947214076246
SEA 11-1947,530330104022007,23,1364,0.01686217008797654
SEA 11-1947,530330104022018,77,1364,0.056451612903225805
SEA 11-3580,530330104021001,121,894,0.13534675615212527
SEA 11-3580,530330104021002,80,894,0.0894854586129754
SEA 11-3580,530330104021003,111,894,0.12416107382550336
SEA 11-3580,530330104021004,140,894,0.15659955257270694
SEA 11-3580,530330104023002,137,894,0.15324384787472037
SEA 11-3580,530330104023012,112,894,0.12527964205816555
SEA 11-3580,530330104023013,103,894,0.11521252796420582
SEA 11-3580,530330104023014,90,894,0.10067114093959731
SEA 11-3810,530330104021000,237,799,0.29662077596996245
SEA 11-3810,530330104022008,41,799,0.05131414267834793
SEA 11-3810,530330104022013,66,799,0.08260325406758448
SEA 11-3810,530330104022014,109,799,0.13642052565707133
SEA 11-3810,530330104022015,40,799,0.05006257822277847
SEA 11-3810,530330104022016,25,799,0.03128911138923655
SEA 11-3810,530330104023001,80,799,0.10012515644555695
SEA 11-3810,530330104024020,61,799,0.07634543178973717
SEA 11-3810,530330104024022,59,799,0.07384230287859825
SEA 11-3810,530330104024023,81,799,0.10137672090112641
SEA 32-2200,530330005001006,271,512,0.529296875
SEA 32-2200,530330005001007,38,512,0.07421875
SEA 32-2200,530330005001008,56,512,0.109375
SEA 32-2200,530330005002019,44,512,0.0859375
SEA 32-2200,530330005002025,35,512,0.068359375
SEA 32-2200,530330005002026,22,512,0.04296875
SEA 32-2200,530330005002028,34,512,0.06640625
SEA 32-2200,530330005002029,12,512,0.0234375
SEA 32-2201,530330005002016,55,621,0.08856682769726248
SEA 32-2201,530330005002020,57,621,0.09178743961352658
SEA 32-2201,530330005002021,34,621,0.05475040257648953
SEA 32-2201,530330005002022,40,621,0.0644122383252818
SEA 32-2201,530330005002023,44,621,0.07085346215780998
SEA 32-2201,530330005002024,98,621,0.15780998389694043
SEA 32-2201,530330005002027,258,621,0.41545893719806765
SEA 32-2201,530330005002030,35,621,0.05636070853462158
SEA 32-2202,530330004023004,157,663,0.2368024132730015
SEA 32-2202,530330004023005,72,663,0.1085972850678733
SEA 32-2202,530330004023006,51,663,0.07692307692307693
SEA 32-2202,530330004023007,43,663,0.06485671191553545
SEA 32-2202,530330004023008,61,663,0.09200603318250378
SEA 32-2202,530330004023009,44,663,0.06636500754147813
SEA 32-2202,530330004023010,40,663,0.06033182503770739
SEA 32-2202,530330004023011,29,663,0.043740573152337855
SEA 32-2202,530330004023012,166,663,0.25037707390648567
SEA 32-2203,530330004022013,75,742,0.10107816711590296
SEA 32-2203,530330004022014,54,742,0.07277628032345014
SEA 32-2203,530330004023000,60,742,0.08086253369272237
SEA 32-2203,530330004023001,50,742,0.0673854447439353
SEA 32-2203,530330004023002,37,742,0.04986522911051213
SEA 32-2203,530330004023003,161,742,0.2169811320754717
SEA 32-2203,530330004023013,155,742,0.20889487870619947
SEA 32-2203,530330004023014,22,742,0.029649595687331536
SEA 32-2203,530330004023015,72,742,0.09703504043126684
SEA 32-2203,530330004023016,56,742,0.07547169811320754
SEA 32-2204,530330004022004,57,499,0.11422845691382766
SEA 32-2204,530330004022005,34,499,0.06813627254509018
SEA 32-2204,530330004022006,63,499,0.12625250501002003
SEA 32-2204,530330004022007,63,499,0.12625250501002003
SEA 32-2204,530330004022008,71,499,0.14228456913827656
SEA 32-2204,530330004022009,53,499,0.1062124248496994
SEA 32-2204,530330004022010,63,499,0.12625250501002003
SEA 32-2204,530330004022011,52,499,0.10420841683366733
SEA 32-2204,530330004022012,43,499,0.08617234468937876
SEA 32-2206,530330004024003,53,612,0.08660130718954248
SEA 32-2206,530330004024004,66,612,0.10784313725490197
SEA 32-2206,530330004024005,60,612,0.09803921568627451
SEA 32-2206,530330004024006,31,612,0.05065359477124183
SEA 32-2206,530330004024007,118,612,0.19281045751633988
SEA 32-2206,530330004024008,9,612,0.014705882352941176
SEA 32-2206,530330004024009,52,612,0.08496732026143791
SEA 32-2206,530330004024010,56,612,0.0915032679738562
SEA 32-2206,530330004024011,49,612,0.08006535947712418
SEA 32-2206,530330004024012,50,612,0.08169934640522876
SEA 32-2206,530330004024013,68,612,0.1111111111111111
SEA 32-2208,530330005001024,59,473,0.12473572938689217
SEA 32-2208,530330005001025,25,473,0.052854122621564484
SEA 32-2208,530330005001026,61,473,0.12896405919661733
SEA 32-2208,530330005002012,45,473,0.09513742071881606
SEA 32-2208,530330005002013,47,473,0.09936575052854123
SEA 32-2208,530330005002014,51,473,0.10782241014799154
SEA 32-2208,530330005002015,56,473,0.11839323467230443
SEA 32-2208,530330005002017,46,473,0.09725158562367865
SEA 32-2208,530330005002018,83,473,0.17547568710359407
SEA 32-2209,530330005001009,203,780,0.2602564102564103
SEA 32-2209,530330005001010,17,780,0.021794871794871794
SEA 32-2209,530330005001011,43,780,0.05512820512820513
SEA 32-2209,530330005001012,49,780,0.06282051282051282
SEA 32-2209,530330005001013,57,780,0.07307692307692308
SEA 32-2209,530330005001014,43,780,0.05512820512820513
SEA 32-2209,530330005001015,29,780,0.03717948717948718
SEA 32-2209,530330005001017,36,780,0.046153846153846156
SEA 32-2209,530330005001018,50,780,0.0641025641025641
SEA 32-2209,530330005001019,52,780,0.06666666666666667
SEA 32-2209,530330005001020,48,780,0.06153846153846154
SEA 32-2209,530330005001021,35,780,0.04487179487179487
SEA 32-2209,530330005001022,49,780,0.06282051282051282
SEA 32-2209,530330005001023,69,780,0.08846153846153847
SEA 32-2210,530330004021004,99,1135,0.08722466960352424
SEA 32-2210,530330004021005,328,1135,0.2889867841409692
SEA 32-2210,530330004021006,86,1135,0.07577092511013216
SEA 32-2210,530330004021011,22,1135,0.019383259911894272
SEA 32-2210,530330004021012,40,1135,0.03524229074889868
SEA 32-2210,530330004021013,63,1135,0.055506607929515416
SEA 32-2210,530330004021014,67,1135,0.059030837004405284
SEA 32-2210,530330004024000,320,1135,0.28193832599118945
SEA 32-2210,530330004024001,55,1135,0.048458149779735685
SEA 32-2210,530330004024002,55,1135,0.048458149779735685
SEA 32-2211,530330004021000,70,1037,0.06750241080038573
SEA 32-2211,530330004021001,70,1037,0.06750241080038573
SEA 32-2211,530330004021002,46,1037,0.044358727097396335
SEA 32-2211,530330004021003,196,1037,0.18900675024108005
SEA 32-2211,530330004021007,150,1037,0.1446480231436837
SEA 32-2211,530330004021008,42,1037,0.040501446480231434
SEA 32-2211,530330004021009,60,1037,0.05785920925747348
SEA 32-2211,530330004021010,63,1037,0.06075216972034716
SEA 32-2211,530330004022000,78,1037,0.07521697203471553
SEA 32-2211,530330004022001,123,1037,0.11861137897782063
SEA 32-2211,530330004022002,98,1037,0.09450337512054002
SEA 32-2211,530330004022003,41,1037,0.03953712632594021
SEA 32-2215,530330005001000,211,1104,0.1911231884057971
SEA 32-2215,530330005001001,23,1104,0.020833333333333332
SEA 32-2215,530330005001016,213,1104,0.19293478260869565
SEA 32-2215,530330005002000,44,1104,0.03985507246376811
SEA 32-2215,530330005002001,54,1104,0.04891304347826087
SEA 32-2215,530330005002002,84,1104,0.07608695652173914
SEA 32-2215,530330005002003,31,1104,0.028079710144927536
SEA 32-2215,530330005002004,46,1104,0.041666666666666664
SEA 32-2215,530330005002005,38,1104,0.034420289855072464
SEA 32-2215,530330005002006,47,1104,0.042572463768115944
SEA 32-2215,530330005002007,55,1104,0.049818840579710144
SEA 32-2215,530330005002008,55,1104,0.049818840579710144
SEA 32-2215,530330005002009,54,1104,0.04891304347826087
SEA 32-2215,530330005002010,21,1104,0.019021739130434784
SEA 32-2215,530330005002011,38,1104,0.034420289855072464
SEA 32-2215,530330209003006,90,1104,0.08152173913043478
SEA 32-2216,530330004031000,38,554,0.06859205776173286
SEA 32-2216,530330004031001,36,554,0.06498194945848375
SEA 32-2216,530330004031002,56,554,0.10108303249097472
SEA 32-2216,530330004031003,100,554,0.18050541516245489
SEA 32-2216,530330004031004,89,554,0.16064981949458484
SEA 32-2216,530330004031005,25,554,0.04512635379061372
SEA 32-2216,530330004031006,21,554,0.03790613718411552
SEA 32-2216,530330004031008,78,554,0.1407942238267148
SEA 32-2216,530330004031012,48,554,0.08664259927797834
SEA 32-2216,530330004031013,63,554,0.11371841155234658
SEA 32-2217,530330004032003,84,84,1.0
SEA 32-2218,530330004041001,474,1144,0.4143356643356643
SEA 32-2218,530330004041002,71,1144,0.062062937062937064
SEA 32-2218,530330004041003,87,1144,0.07604895104895106
SEA 32-2218,530330004041004,130,1144,0.11363636363636363
SEA 32-2218,530330004042000,382,1144,0.3339160839160839
SEA 32-2224,530330004031007,39,988,0.039473684210526314
SEA 32-2224,530330004031009,45,988,0.04554655870445344
SEA 32-2224,530330004031010,23,988,0.02327935222672065
SEA 32-2224,530330004031011,57,988,0.057692307692307696
SEA 32-2224,530330004031014,56,988,0.05668016194331984
SEA 32-2224,530330004031015,27,988,0.027327935222672066
SEA 32-2224,530330004031016,40,988,0.04048582995951417
SEA 32-2224,530330004031017,572,988,0.5789473684210527
SEA 32-2224,530330004031018,129,988,0.1305668016194332
SEA 32-2537,530330013002002,238,892,0.26681614349775784
SEA 32-2537,530330013002003,62,892,0.06950672645739911
SEA 32-2537,530330013002004,61,892,0.06838565022421525
SEA 32-2537,530330013002005,75,892,0.08408071748878924
SEA 32-2537,530330014002000,46,892,0.0515695067264574
SEA 32-2537,530330014002001,66,892,0.07399103139013453
SEA 32-2537,530330014002002,62,892,0.06950672645739911
SEA 32-2537,530330014002003,136,892,0.15246636771300448
SEA 32-2537,530330014002013,98,892,0.10986547085201794
SEA 32-2537,530330014002014,48,892,0.053811659192825115
SEA 32-2539,530330014001000,47,1152,0.04079861111111111
SEA 32-2539,530330014001001,56,1152,0.04861111111111111
SEA 32-2539,530330014001002,46,1152,0.03993055555555555
SEA 32-2539,530330014001003,192,1152,0.16666666666666666
SEA 32-2539,530330014001004,124,1152,0.1076388888888889
SEA 32-2539,530330014001005,22,1152,0.019097222222222224
SEA 32-2539,530330014001006,66,1152,0.057291666666666664
SEA 32-2539,530330014001007,42,1152,0.036458333333333336
SEA 32-2539,530330014001008,48,1152,0.041666666666666664
SEA 32-2539,530330014001009,81,1152,0.0703125
SEA 32-2539,530330014001010,141,1152,0.12239583333333333
SEA 32-2539,530330014001011,35,1152,0.030381944444444444
SEA 32-2539,530330014001012,37,1152,0.03211805555555555
SEA 32-2539,530330014001013,33,1152,0.028645833333333332
SEA 32-2539,530330014001014,29,1152,0.025173611111111112
SEA 32-2539,530330014001015,50,1152,0.043402777777777776
SEA 32-2539,530330014001016,44,1152,0.03819444444444445
SEA 32-2539,530330014001017,4,1152,0.003472222222222222
SEA 32-2539,530330014001018,55,1152,0.04774305555555555
SEA 32-3568,530330004043000,361,1367,0.2640819312362838
SEA 32-3568,530330004043001,360,1367,0.26335040234089246
SEA 32-3568,530330004043002,646,1367,0.4725676664228237
SEA 32-3656,530330004032000,90,775,0.11612903225806452
SEA 32-3656,530330004032001,147,775,0.1896774193548387
SEA 32-3656,530330004042001,538,775,0.6941935483870968
SEA 32-3746,530330004041000,29,1021,0.02840352595494613
SEA 32-3746,530330004041005,777,1021,0.7610186092066601
SEA 32-3746,530330004042002,215,1021,0.21057786483839372
SEA 32-3943,530330004022015,262,496,0.5282258064516129
SEA 32-3943,530330004022016,17,496,0.034274193548387094
SEA 32-3943,530330004022017,38,496,0.07661290322580645
SEA 32-3943,530330004022018,62,496,0.125
SEA 32-3943,530330004022019,38,496,0.07661290322580645
SEA 32-3943,530330004022020,79,496,0.1592741935483871
SEA 32-3944,530330004032002,1211,1211,1.0
SEA 34-1245,530330113001011,87,841,0.10344827586206896
SEA 34-1245,530330113005000,125,841,0.14863258026159334
SEA 34-1245,530330113005001,114,841,0.13555291319857313
SEA 34-1245,530330113005002,92,841,0.10939357907253269
SEA 34-1245,530330113005004,60,841,0.0713436385255648
SEA 34-1245,530330113005005,60,841,0.0713436385255648
SEA 34-1245,530330113005006,47,841,0.0558858501783591
SEA 34-1245,530330113005007,73,841,0.08680142687277051
SEA 34-1245,530330113005008,46,841,0.054696789536266346
SEA 34-1245,530330113005009,55,841,0.06539833531510107
SEA 34-1245,530330113005010,82,841,0.09750297265160524
SEA 34-1246,530330113003004,59,581,0.10154905335628227
SEA 34-1246,530330113004003,58,581,0.09982788296041308
SEA 34-1246,530330113004004,85,581,0.14629948364888123
SEA 34-1246,530330113004005,49,581,0.08433734939759036
SEA 34-1246,530330113004006,59,581,0.10154905335628227
SEA 34-1246,530330113004014,56,581,0.0963855421686747
SEA 34-1246,530330113004015,102,581,0.17555938037865748
SEA 34-1246,530330113004016,62,581,0.10671256454388985
SEA 34-1246,530330113005015,51,581,0.08777969018932874
SEA 34-1247,530330114012000,153,828,0.18478260869565216
SEA 34-1247,530330114012007,130,828,0.1570048309178744
